Interview Text,Dominant_Topic,x,y
I've been texting him. We've been trying to call and missing each other. He's been hunting in Ohio and somewhere else.,5,12.206192,2.7502315
" No, I actually got a wild card.  I received an invitation to play Doral as kind of a home player, I live only an hour north of Doral.",2,-3.8838933,-20.255259
We had three-hour training camp practice yesterday (laughing).  It's just prep.  Normal prep in between games.  Our guys are ready.,2,-3.9341106,-1.6334172
  Have you ever played in a tournament and the location was so beautiful that you decided to come back for a vacation?  Is Lake Oconee going to be one of your new vacation spots?,5,15.292988,6.579321
"Maybe a chip. I think when you play some of the Teams we play in our division so much, it's probably best not to seen think about it. Using it as ray positive or a negative, just go play.",5,21.041584,6.2593436
 He was -- it was his back because I saw him in the locker room it was his back.  Which probably coming from the serve.,7,11.0995865,22.153172
" We have by far and away the No. 1 player from the Ladies European Tour, Gwladys Nocera.  You've won three times and you're obviously got to be fairly confident coming in.",1,19.605288,-14.489703
"  Yeah, again, we're our own worst enemy sometimes.  Our turnovers tonight really hurt us badly, unforced turnovers.  We're in a good position.  They're a very fine basketball Team and you can't make those kind of blunders against them.",7,11.763311,29.291725
"  Well, you know, you're cooking for yourself, paying for your own school.  So you're not living high on the hog, I guess you could say.",3,-26.26607,10.352415
"It means a lot.  We're lucky to have them.  They've been here for us all year, before that, too.  You look to them, can feel comfort in that, follow in their footsteps, know you're walking in the right direction.",3,-27.73614,9.503964
"  Yeah, I was just pushing.  I was hustling the car, driving as hard as I could, trying to enjoy myself.  I really enjoyed the race conditions, love driving a full race.  It's my favorite part of the weekend.",6,-9.319657,24.99657
"  One was sand wedge, and one was my fat baby, 60-degree lob-wedge.  Usually I use that one mostly around the green and in the heavy stuff.  It just came out a little strong.",6,-9.41643,23.57012
" I thought that if I play my best I know that there is a possibility to win, so it wasn't a big surprise for me.",0,-3.8178608,-26.152441
"  Those guys do a great job.  I don't think the height is a key thing.  I think, again, we've just got to make plays.",5,12.805263,4.9938354
"The meetings will probably get longer because he won't get up and leave after he gets bored. Definitely lose some entertainment value, for sure. ",2,-3.8781588,3.429138
"So a part of our tactics are bowling according to stumps, stump to stump. That's the field we employ. But we did not hit those lengths or those lines. Yeah, it just wasn't working for us today.",4,-23.963596,-15.890748
" I've got a bunch of family in town, so I'll probably just be at home and entertain all of the family that I've got in town.",1,19.260767,-15.103169
 It was the same thing last week at Evian.  But I guess that's what we call experience and hopefully I will get that one day and I won't be so stressed in front of these girls.,0,-2.9541225,-28.281683
" No, it was very tough today because it is true, somewhere I have to beat Masur because his ranking is less than mine, and I beat Courier and everybody wait, I am winning, so it was very difficult today.",0,-0.7357992,-29.961884
" I don't know.  I hope so, but I am not working with the French Federation, so I think my coach will be very happy.",5,15.284068,6.75663
"I think the biggest thing was we went out there, and we're trying to have so much fun. And you'll sit back and review what you're doing, and you get to play the game with the people you love.",5,21.049385,6.8455396
"My opinion really doesn't matter, so I don't normally give it.  Say what I say, so I'm not going to give my opinion.",0,-3.6417377,-27.187378
"Again, I think it brought us together, kind of similar to this game, like we're in this, and when we can turn it on, it's dangerous.",1,17.361004,-11.0132265
" It is not nice.  It is not nice.  It needs to be get better, everyone wants it to be better, but I don't think we have enough power, I don't think we have right people to change it.",0,0.52141345,-31.131105
" Well, I thought it was    to me, the holes played, the into the winds holes I did better on those I think because you can control your ball.  Just wherever it landed, it was going to stay.",0,-2.5218146,-27.966072
"No, today we made mistakes in fielding and dropped some catches. That's the difference between our Team and the England Team.",6,-7.9733634,21.24287
" I'm not too concerned.  I don't really look around the stadium to see who's watching or how many people are there, I try to keep myself focused-- what was the question exactly?",2,-7.5112195,-4.3052125
"  I'm in great shape.  I bounce back extremely well in between games.  I could play right now if we had to play right now, at a high level.",5,19.415651,6.7142615
" Yeah. I mean, it helps a lot just to look to the side and see that you have people there who are with you, and you know it gives you some strength and it makes you feel good.",7,12.386481,29.286045
" That means playing on the baseline and finishing the point with the winner, with the volley or something.  So the points will be longer than they were today.  And that will take a lot of mental concentration.",7,7.6459284,22.617432
"No, it was never like that.  Every week I felt like I could win because my practice was so good.",2,-3.2769177,-0.87490773
" Yes.  Birdie on 4, on 4 I hit a 3-wood off the tee and I hit a 6-iron in there about 12 feet just below the hole and made that for birdie.",1,18.714697,-13.517969
"Well, I remember him hitting against me in Spring Training. And I would expect him to be looking for a fastball after the first at-bat.",3,-25.064835,10.419993
" Alicone (ph).  His birthday is today.  Yesterday he was joking, ""You're just waiting for a good round tomorrow, it's my birthday.""  So, I'm glad.  He's been my coach for a long time.",3,-7.7957177,4.3424764
"Yeah, I think it gives negative mojo to your Team if you think of how many goals you're down by.  Instead we take it, like I said earlier, play-by-play.  I think that's what got us out of that hole.",5,13.277335,2.7029965
"It's something that I have done. It's something -- it has to be the right time situationally when you are talking about a player, whether it's your player or someone that potentially can come play for you.",2,-3.8998408,4.1580853
" No.  I just work on everything the same for three years now with my new coach.  So the same every day, like a magician that works on his piano, so it's the same, work, work, would.",2,-4.6608715,-2.3597918
I think just what I expect out of him.  I know he's a goal-scorer.  He scores lots of goals every year.  But there's a lot more to his game than that.  I think that needed to come out.,5,10.951431,5.102442
" Of course.  Yeah, to beat Becker in a Grand Slam that he won before, it is just great. Nothing compares to this, for sure.",5,12.899573,11.28236
" I don't think there will be an effect, because they have other players, as well.  So we can't just go in there saying, we have to play different, we're going to play the same way.",5,17.217611,6.928958
"Yeah, it's just the game management, and you're expecting -- I'm not going to go all into it, but I have confidence, I had confidence in Kenley.",7,12.14343,25.200287
"  Yeah, 100%.  I was not happy about that.  I was not happy.  But the bunkers are usually -- I like bunkers a lot so I just kind of went, No.",4,-23.189201,-16.385258
"Yeah, you're going to see Teams doing some uncharacteristic things just because they know their season's on the line, they'll give everything they've got. We have to be patient and ready to respond to whatever they throw at us.",1,20.037388,-15.672952
" I think she is a great player and she really puts a lot in the game on the court and off the court.  I hope she is still around for quite a few more years, at least.",4,-25.400177,-15.070389
" It was only two feet wide.  First point he served for it.  It is a huge point, and it just pissed me off.  I had just got into it from there on.",1,17.477045,-10.857083
" Well, it is best she has played for a while.  She has a tendency to do that against me. Bad luck.",7,10.7756,21.731564
"For sure. I had a pretty good familiarity with the National League West, not just as the manager of the Giants, but also coming to play in the National League West as the manager of the Phillies.",2,-3.8991017,4.1814346
"Yeah, we stopped the bleeding last night and then came out and played well again today. We want to just keep it rolling.",7,11.461636,22.72732
" Yes, I did.  And they did some work on it.  They gave me some medication and so on and so on.  But not good enough.",7,10.776373,21.732363
"We knew Ohio State was going to come out aggressive in that second half, just like they normally do.  We wanted to continue to be aggressive from our part.",6,-8.869047,24.547962
" The best way I can describe it is that this kind of golf suits my game.  Like for instance, at the U.S. Open, I fared okay, but I never had great finishes.",2,-5.572804,-2.9674942
"We can be better, period.  I thought we were good in front of them.  A couple of bad breakdowns we didn't capitalize on.  I thought we were solid in terms of the overall play, Team defense.",0,0.51561934,-31.129326
" Twice.  I played Tuesday, I was in the Pro Am, but before I got to here, I played Friday and Saturday, that was it.",7,11.099629,22.153168
"So they've got to qualify now to make it.  Every now and then that's going to happen, but it seems to be happening more and more in the Ryder Cup.",1,13.916472,-13.052847
  This golf course is beautiful.  I've never been in area so it's a really pleasant surprise.  It's just so cool seeing all the boats.  People are actually allowed to see us I guess on the boats.,6,-9.468896,24.512697
"No, we try not to worry about any of that.  We just try to go out there and do our jobs and play.",2,-3.1246707,1.3287588
"I think we've come a long way, as we have really over the course of decades.  I think the league is in a bigger, better, stronger place.  That starts with the product on the ice.",5,21.047047,6.8453627
It could be. I'm not a big room service guy. I like to go out and eat. Houston has got some pretty good restaurants that I like.,2,-6.610404,-4.32442
" I think it is hardcourt.  I mean, even though he won his first Slam on the clay, I think hardcourt has had his best results.",5,16.214346,6.6852345
I can share that I've been a fan of both players for a long time. I can share that in Philadelphia we thought about Kevin quite a bit. And we were fans then; I'm still a fan today.,1,19.434408,-15.750656
"  I mean, I'm doing everything what I can do.  It does feel better than when it happened.  But you know, we'll see.  I mean, I don't have no timetable yet.",5,13.651679,8.111562
"  No, I've always been a guy who kind of let his game do the talking.  But when guys get to talking, I can do that, as well.  I've always tried to let my game do the talking.",1,19.272873,-15.095819
" We asked for a wildcard, three, four weeks ago, maybe.  I decided to play New Haven and Schenectady and here and asked for wildcards in all three.",2,-4.2204847,-1.3897418
" You got off to a very fast start, two birdies in the first two holes, would you like to talk about that?",3,-25.061857,10.418283
" I kind of enjoyed it.  I didn't enjoy the fourth set.  Did not enjoy that at all.  I enjoyed the match.  I enjoyed the first three sets, but I'd like to go out and do that fourth set again.",6,-8.699918,24.986822
"We have it on the outside of the case packs for our own uses that we know. That's part of the recommendation, is to better develop a tracking mechanism all the way through.",0,-0.62622815,-21.60049
" Yeah, I think we start to play very nervous.  We didn't play so good today, but I think we have a great job in this tournament and I hope next year we are going to win the tournament.",5,14.025479,3.9515681
"I echo everything. If we look too far ahead, we get lost. Even taking it one point at a time, we're not looking too far ahead or in the past, we're just focused on the here and the now.",2,-7.505105,-4.3237104
"Absolutely. That's what you call a perfect pitch right there, a pitcher's pitch. And I was able to lay it off. I thought it was a little off. I haven't seen a replay of that pitch.",0,-3.9463515,-23.906265
"  Yeah, probably.  They have a deeper bench, there's no question and I think that gives them more of an advantage over the other National League clubs.",4,-25.401005,-15.070127
" I am not in her position.  I am in the other position.  I would probably continue, so, I don't know.",5,14.480248,6.603052
"  Yeah.  I mean, that's who I am.  I know it doesn't seem like that all the time, but that's how I want to be on the court for this Team, be aggressive, take my shots, and just be myself.",0,-0.02679081,-30.637983
"We talked about it right after that. These guys all season long, offense comes and goes, you have slumps, but when they're clicking on all cylinders, it's pretty special to watch.",7,10.414481,20.52238
I don't know the Team sentiment. We haven't really discussed it all that much. We're worried about winning a baseball game.,0,-1.2829185,-24.466097
"Yeah, I think both Teams were pretty consistent throughout the match. Like hue said, Florida is a good Team, and not just people be consistent, but just one set was towards one Team and one set was towards the other.",6,-8.670284,24.973524
Yes. He's been to many of the events that I've done in Puerto Rico. He helped support my academy in Puerto Rico. He's a very good friend.,3,-27.0063,9.043548
"  A couple times.  She forced me into 3-wood a couple of times and it was a good move.  I wanted to hit driver and she's like, ""You can't do that.""",5,12.981694,2.3124447
"Yeah, we were actually down 3 games to 1. We won the game in Chicago and then went to Cleveland and won the next two.",5,13.764163,6.6419663
He's good. He's been swinging. I don't think he's hit live yet. He's hit off the tee. He says he feels good. Everything is healthy.,4,-21.331072,-14.698748
" I don't even know, maybe at the Bob Hope, and that's it.  Of course they have  thin air, as well.  At sea level I don't know.",5,19.420115,6.7070518
" Most of the time you know it right away.  It is dramatic.  You win, you feel like you are on the top of the world and you lose and you feel like I am right now.",0,-1.0094359,-30.2174
"He basically summed up everything.  It's just been an amazing three years for me.  Denver took me in as one of their own, and I can't thank them enough for doing that.",4,-21.125298,-15.5500145
"Those are pretty nice numbers for a middle, .484, 19 kills, eight blocks. And then got three aces, got some service. That's a pretty nice night.",0,-2.5407786,-27.95609
Probably more.  It's his first Playoff.  He's a young guy.  We didn't know what to expect.  He's grown his game.,4,-20.864923,-12.324856
"Well, the three-batter minimum for me is a little cloudy, so I'm waiting to get some more clarification on it.",3,-24.088606,9.37745
" I wanted to come    I knew that the back nine would be hard to play, or harder, so I really wanted to make a good start, and I got it with the birdie on 1.",2,-7.506916,-4.320094
That's yet to be determined. I don't know if he played much baseball. We're going to find out just how much.,0,-3.4137466,-24.987587
" I had no idea.  I mean, until he said-- until he went up to the umpire's chair I had no idea he was injured.",1,17.47758,-10.854317
"We are from a cricket crazy nation, so, yeah, people are expecting from us to win, and we are going also for the win actually.",0,-3.8188894,-26.149807
"Just trying to get better. We've been fortunate to get to the Round of 8 the last couple years. That's kind of been our stopping point. For us, we're just eyes ahead trying to assert ourselves amongst that next group.",1,20.143452,-15.188966
"It's tough having to think about different games, especially in the Playoffs.  I think we've done a good job as a group just taking games, putting them behind us when need to be, just focusing on the next one.",5,22.016453,6.791364
We're really excited to be here in Pittsburgh. We've enjoyed our time here. Been here since Monday. It's been really cool to be able to take a look at some of this city.,6,-7.7900925,19.431196
"Yeah, I don't know if I came into his first year here shooting for 150. I think days off are important for players, period, of his age specifically, and we'll do our best to get it.",5,21.598,6.83151
" I don't know, he played okay, so good. I didn't have a lot of chances.  I was always behind.  I don't know, I think he played much better than me first two sets.",5,21.57637,6.147708
"A little bit, yeah. I think there's two different situations; one was with two outs, one was with one out. The one today I was trying to get the ball in the air and just drive in a run.",4,-19.832651,-14.481338
"  I'm blessed.  I'm blessed to be there.  I'm grateful.  But at the end of the day that's good and all, but I'm here trying to compete for something bigger than that.",3,-27.026857,9.828362
"I think they're excited. I think part of the excitement is, when you hear how things are going to be adjusted or different, but the main part of my job is following through on that.",0,-1.9520923,-29.30446
I think all of his meetings are pretty similar.  It always ends with  Do the obvious things right.,5,14.47757,6.600999
"Yeah, the innings started well and Javeria played well, and we had some more partnerships. I'm trying the best, and I tried to hit the ball and get the maximum score.",5,13.07968,2.463039
"Sevi is another guy that really improved his defense over the course of the year. Always a catch first, throw, bat second guy, and swung the bat well for us, especially against left-handed pitching.",6,-8.533921,24.514978
" Well, if she -- it is hard to tell.  I mean, if she keeps playing as well as she does, maybe.  But you never know.",5,15.2872505,6.763268
"For sure. Oh, yeah. Let me give you an example. I bring in Thomas Hardy to pitch the seventh inning.",6,-9.295191,22.532808
"I've got some friends up here and my parents are driving up tonight.  My brother lives in D.C., so not too far away.",3,-25.694597,10.583769
Absolutely not. Absolutely not. This is just a little thing that turned into a big thing that turned into a giant thing.,5,17.204456,6.926633
"  ""Don't lose.""  He was pretty simple about stuff like that.  The ball is in my hand and I have control of my own destiny tomorrow.",0,-2.5164986,-27.973186
" I don't really know, you know, what was going through his head.  He played a good game to break me.  And then, you know, just didn't convert there.  Hard to say what happened, really.",5,11.901447,8.46668
"  We took some time off yesterday just to kind of get away from it a little bit, and we reconvened today, met, watched film, went over some stuff, practiced, got some work in, and we're all ready for tomorrow.",3,-28.08898,8.874174
" Yeah, I kind of felt like you know, the crowd was for me and you know, it is a good feeling to have and to know that the crowd is there with you and supporting you.",1,19.009092,-14.148375
"I agree, I think it's a great recognition for her and for her Teammates. Obviously you don't get to be a First Team All-American unless you've got some pretty quality people around you. So, yeah, I agree with you there.",2,-6.9679823,-4.8331594
  Not very big.  We had three people living in one and two people in two other rooms.  I had a single which was about as big as this box I'm standing on right now.,3,-26.000023,9.76549
"I think he does a good job of keeping himself in the mix.  He's that type of guy that, yeah, he's around now, comes out to the skates, hangs out with the guys.",7,12.039753,28.01228
 We have Karrie Webb here.  She comes into this tournament having won last week at Evian and in very good form considering she's won twice this year.,7,12.317098,26.39656
Absolutely.  It's exceeded our expectations.  When you get down here in this weather and the hospitality of Hillsborough County and Tampa people and the Outback Bowl people has been awesome.,1,17.477005,-10.851537
Can we talk about that after a few cocktails? (Chuckles.) There was a lot of conversation about that three-batters. We've got a lot of managers still trying to figure out how it's going to work out.,7,12.144543,25.213799
" Ask her what she means.  I mean, hanging out for me is just being home and play tennis one day and golf the same day, maybe just take care of my family.",1,15.881164,-9.014762
I think the future is bright for this organization. I know Jeff is not only planning to be good for two or three years; he is planning for the Team to be great for a long time.,1,15.823392,-8.865754
"That's what you live for. For me, I need to get in my pregame routine right now, and that's where I'm at mentally, here we go.",0,-1.2670273,-22.52643
" I was sleeping also.  And taking a lot of showers, because you sweating just walking on the street.  I sweat.  Taking showers; then eat spaghetti and go to bed.",6,-6.0767574,21.48086
I just think it's going to be easier this year because I know the players so much and I know -- I'm familiar with a lot of guys.,7,11.90421,15.08789
" I don't think so, no.  I wasn't very happy with my game today, so I don't know.  I didn't do anything better --",5,18.310244,6.8051653
" Just have to read Brad Gilbert's book then you know everything.  You need to read his book, then you know everything.",5,14.481381,6.603838
"Congratulations, Marcus; Yordan, thank you for coming; Yasmani Grandal, Xander, Kirby, thank you for being here. Another round of applause for the All-MLB Teams presented bu Scotts.",6,-9.408563,23.569569
I think we're going to come out tomorrow and try to apply pressure. When we play our best baseball we apply pressure.,5,20.34448,6.782104
"Yeah, but to what extent, we didn't know to what extent. But, yeah, we were trying to take some precautions, yes.",7,11.462425,22.72844
  I'm not going to get into all of those because I don't know all of them.  I'll just be in there at the end.  But that's the training staff and our doctor will be involved in that.,0,-2.9421866,-28.295572
"Yeah. Actually, we think the first one is edge, but unfortunately, we lost the review, and the second one is out, I think, but we lost the review.",2,-6.4021993,-3.5402431
  I don't know that Will is going to be able to help us do anything when we're sitting eighth.  That's just the way it goes.,0,-1.3219305,-22.599266
Am I a fan? I love it when my pitchers get three hitters out in a row. I think that's the greatest thing in the world. How do you like that answer?,0,-1.0039318,-30.229403
"National championship over everything.  This is an amazing experience.  We really came out today, and I feel like we played all four quarters, and that's something we really struggled with in the playoffs.",4,-26.363726,-13.787201
"If you were to use this week's current rankings, pre British Open, and apply the new 35 divisor, I believe Michelle would now be ranked seventh.",5,20.346653,6.781629
"I think everybody needs a little bit of confidence. You can't go out there not having any. If it's your day, it's your day. You have to cash in.",3,-26.002111,9.766026
He's extremely smart. He can move the ball around. He changes speeds from 90-plus to 70 and below. That's not easy to do. That's not easy to face.,0,-2.8611517,-24.073875
"It's just a great group of guys and they played so well, and they were just flying all over, and that was a very good offense.  It was just a treat to be able to be with them.",7,11.753669,23.360388
I think it helps our players knowing that they got a chance to play here for a couple of days. They know the environment. They know the field. And I think that definitely helps them out a lot.,5,22.4755,6.505378
"That's an inside joke. Tommy and I have spoken a lot, as much as anybody I've spoken with has been Tommy. Well, I will get to everybody.",3,-25.491594,10.027911
"  I don't think ever in a major  -- to be in contention, I don't think we've ever been in the final group on the last day.",5,17.208443,6.41547
 You don't deserve to take my money.  I deserve to take your money because I help you do your job.,2,-3.2765675,-0.8710025
"Jenna Gray, setter, Stanford volleyball. Not a question. But just wanted to apologize for all of the times I made fun of you over the years and just say thank you for an incredible time. So thank you very much.",3,-27.46945,9.822585
" It is great.  It is a great city for sure.  You can see some real life and you know, since we only playing small places, being in New York for two weeks is great.",7,12.361168,30.221249
" When I first hit it, I had no idea whether it was going to go out, but once it goes out, it's a pretty special feeling.  I've never hit a walk-off home run before so it was a special experience.",1,14.599489,-12.834288
" That's true.  I'm always afraid I'm going to get shot because somebody thinks I'm Brad.  I need a sign on my back that says I'm Bart, don't shoot me.",3,-24.41665,8.277656
It's the first time we've ever achieved that in our 27-year history.  Obviously we're excluding the time when we were the sole manufacturer.,2,-2.9284055,-0.040297862
"I'm just looking forward to work with these kids again. That's my mindset. I'm very lucky to have the Team that I have. What's the oldest guy, Anthony Alford? He's got the most time, I think.",2,-6.77664,1.6892558
"Yeah.  It's like -- I mean, the goal is to get back and win it, though.  We're not satisfied with getting here.  But definitely just to get back here, we don't really accept anything less.",2,-1.5083293,2.263939
  No one on this Team cares about Individual awards.  Not something that anyone needs to be concerned about.  That's the ultimate goal.  That's what we set out to do at the beginning of the year.,0,-2.9579372,-28.276625
"Griff Thompson, Will Hudson and Patrick Burkinshaw are like three of my best friends on the Team.  It's a community, and it's just amazing to get to hang out with them every day.",2,-2.9996412,-0.006752283
"Thanks very much, Ted. If you would like to ask a question, raise your hand and wait for a microphone. We encourage you to ask questions during this availability portion.",0,-3.6191702,-27.181452
"I hope so. I hope so. I'm AOK with being the underdog. Kind of been there for most of my career. I've fine with that, doesn't bother me a bit. ",1,18.749039,-12.650561
"Well, that line, when they're all together, they have great chemistry for sure.  That line will be more effective, I would assume, with Barbashev back.  He's probably our most physical player up front.",7,11.751709,26.632881
"Through text chains, different things like that.  We obviously see him when we're at home.  Chris Wagner has been on the road with us, he's been able to travel, but Kevan not so much.",0,-17.837873,-17.419365
"Yeah, I think especially early on, being in their building, it's something that we can certainly do.  It's going to be effective.  It worked for us here in the series.  I expect a more physical game from both sides.",7,11.919501,21.123262
"  We approach every game with that mindset.  We want to be the Team that gets the first loose ball, makes the first physicality play, makes the first hustle play, all those types of things.",2,-6.972625,-4.8342247
"  We have Batista listed on the bullpen card today, but it is strictly in an emergency situation that he would be used out there.",1,16.937572,-10.8710785
  After I came into the room and I saw today I didn't know if it was me seeing him or him lying down on that bench there.,7,11.918198,24.181622
"I found out from Alex Bregman, by the way, which is part of the story. I forget to answer the first part of your question. Go ahead.",2,-7.7504673,4.3341146
I'm not too sure what really happened.  It just happened so fast.  But the officials did a tremendous job in our game.  So I trust the decision made by the officials.,6,-8.534084,24.514517
 It broke left to right and at the end it came back and it was coming back right to left at the end and it ended up going in right in the middle.,7,11.734798,29.354532
"At what point does she stop becoming the transfer from Michigan? That was three years ago. She's Tiffany Clark, Wisconsin Badger.",6,-5.5837007,19.476421
 It is the same.  It is fast.  Just fast.  You can't say it is two miles slower or something.  It is just fast.,6,-8.537364,21.360126
"On the 10th tee I put it in the rough but made a bogey there, but on the next hole I made a birdie, and I think that was the key hole maybe.",6,-9.360844,23.57141
"I thought I did fine. I don't know, I'm just playing to win. I guess that's the key to my performance.",0,-1.589375,-28.998274
"""Don't you think you had a moral obligation to the British fans to let them see the greatest player in the world?""  No, this is not an exhibition.  This guy came on and on and on.",5,18.282278,6.391928
"Yeah, I don't know if they're really slowing him down.  I think he's getting looks.  He's just not scoring.  Rask is playing well, that's for sure, making the saves.",7,11.943766,15.471359
"We trust our players here. You hear a lot of people like me sit up here and say that, We trust our players, and give them the opportunity.",0,-1.5923734,-28.99261
"Yeah, the coaches always emphasise on bowling on the right place and right spot and right length and line and length.",7,11.921907,24.187426
"That's a tough call. I haven't even looked at schedule yet, but I know we play good baseball, and we got to stay healthy, but I think we're better than what people think, that's for sure.",0,1.0218346,-32.174107
"Something we did as an organization is we sent a group of professionals to Puerto Rico to work with him in different areas, training areas, and he was very receptive with all the information.",3,-24.334166,8.579162
"No, I'm a genuine guy, and it's really easy in this game, especially players. They see through the people that are fake or BS. I don't think that will be a problem for me.",6,-8.660661,23.95681
"Today was a much better day, yeah.  Eight birdies and felt great out there.  Nice to post a 65 up there and try and catch some of the leaders.",4,-25.400066,-15.06683
" I prefer to leave it a secret because I'd like it to be working for me for more and more weeks and months and years, so I am not going to tell you that.  Sorry.",1,18.749596,-12.652773
They didn't win 106 games for nothing. They'll really good. They've got a well-balanced lineup. Their pitching is good. Their bullpen gets out. We knew this coming in.,2,-7.537793,-5.3858523
"We're very pleased with the way he played. Obviously, the errors aren't part of the equation, but when you start looking at metrics and what he does range-wise, he's very solid. He's very solid.",3,-27.049334,9.864609
"We're happy to be back at the Final Four. Excited for our match on Thursday. Been a great year for us, and wonderful to be playing some of the best volleyball here at the end.",7,12.039807,28.008211
"No, no. We have not. And I think it's probably something he would be open to. We have started talking about a little bit, but right now we have a focus on getting healthy and working hard at third base.",6,6.4929013,22.506342
 I- wasn't- worried about the other guys in the draw.  Just concerned about my matches and what I was going to do to prepare and stay focused.  Last two weeks I did a pretty good job of that.,7,11.849673,30.241707
"It's about seven, eight hours.  I'd skip school on Friday and go down.  I missed my fair days of school.",4,-22.380526,-16.440044
" Well, sure she's a great player.  She has been at the top before, and, you know, she knows how to win and, you know, there is no question.  I think she plays -- is it Graf?",5,19.403309,6.4241104
It's just tactically just to break the momentum because she was getting bat on ball and just to slow the game down for us as well.,1,17.479603,-10.847587
" Yeah, first time.  Sometimes they defaulted at the beginning of the tournament, but not beginning so close to the quarterfinals or semifinals.  It is the first time.",4,-23.733017,-15.46694
"  Yeah, it's actually a good influx of really good people.  It will just help on the engineering side of things.  Obviously you've got a bigger crew to pick from as far as crews.",2,-7.5380535,-5.386006
"  I happy to be in that position.  I am not thinking about if I am surprised or not.  I am very, very happy.",5,13.767202,6.6414495
"  Interestingly enough, it's never like this day of decision.  I just kind of start working out and I see how I feel.  I wish I could give you more, and I'm not trying to be elusive.",1,19.133501,-13.326368
" Yeah, I mean, I worked also a lot my physical, so I know I have now maybe one of the best also.",7,12.044118,14.842376
"No, that's where the ball went. As soon as I try to premeditate, I usually lose my wicket. So I have a saying, see ball hit ball, and that's something that I did today.",4,-25.594841,-14.217699
"Yeah, of course it's a worry. I think any Team worries when their senior players aren't performing. Obviously there are things that we can go back and look at, but obviously that hurts.",6,-9.469212,24.5141
"That is extremely important for us in offense.  To be as successful as we need to be, we need to have both parts of our game going, and, you know, January 3rd, we intend to have a great time.",1,19.435366,-13.945858
"I'm not sure what the answer to that question is. The most direct and easiest way to answer is probably to win more baseball games, and how many more? I'm not quite sure.",3,-27.539993,8.698592
" Well, what can you do when you have a rain like that?  There is not much you can do and when you want to stick to the schedule, it is what you try to did, just hope for the best.",2,-3.2785857,-0.8735673
I put that out of my mind a long time ago.  I could have sat in my den a lot of times and gotten mad at Trey for that ridiculous drop on Sunday.,5,13.262738,2.722957
Do you want to go through the birdies first and then he can make some comments?  You started on 10 and you birdied 11.,2,-3.1247532,1.3302469
"Doesn't look like there is one right now, but I hope there's one tomorrow. We're waiting until the last game to have it on our side.",4,-18.131441,-17.264475
"  I did.  Probably had a small piece last night, too.  I have had a couple of pieces since we cut it.  Don't tell my (indiscernible).",0,-0.7636434,-21.831224
  It's been good.  We got to enjoy some experiences that we don't see happen very often; so enjoy them when they do happen.  But also prepare yourself to play a great game.,7,11.752998,29.310574
" The forehand, the backhand, I already had it.  I have a forehand and two hand backhand.  Two hand backhand and it is difficult to say, like this (Indicating) I don't know.  When she hits she let's go with one hand.",0,-1.0007321,-30.235327
" Well, I mean, I want to thank Laura, that's quite a compliment.  I mean, it's tough for me to think in    that's such a big compliment.",0,-2.5510297,-27.944698
" It was a little difficult to get into the court.  But it didn't take a lot of time to do that, the problem was with my game, it was the problem where I play.",4,-20.537235,-15.581564
" I just came in with a bad knee and it just started getting worse.  It was a bit painful to push off.  I had no strength to push off, so I didn't see any point of playing.",2,-6.9808607,-4.836352
" Not anymore, as long as you have the right documentation it's not too bad.  But I didn't want to put her through that.  She's not quite a year old yet, so I didn't fancy that.",0,-1.9538145,-29.297064
"""Them"" being Stanford? Well, they're good. They were good then, and they're good now. We know we've got our work cut out for us. Very talented Team. Well coached, and we expect it to be a battle.",7,12.39476,31.208477
"Yeah, look, nothing has been decided yet, so it's tough to talk about when there is an investigation going on.",2,-3.8578663,4.5850344
"  I mean, obviously, all the experiences that he's had.  He's not going to get surprised by anything.  He's been in every competitive situation that this league can provide you and he's been able to find success with different Teams.",4,-26.681002,-14.274205
" Not yet, but maybe I will in a couple of years.  Today she had a good chance, because I wasn't playing very well.  She had a good chance to even win today.  She was trying to play very well.",5,14.174232,4.3944354
"I feel like I'd say what my mom always says about us when I ask who the favorite child is, and she was like, I don't have favorites, but I do like a certain one more at different times.",0,0.5218161,-31.131569
"  Karting?  I was going to race a club race next weekend but then I realized I'm testing a couple days after, so probably shouldn't risk it.  Yeah, I love the karting.  No Vegas this year, unfortunately.  They called that off.",7,12.211953,31.841528
" Yeah, I would like to reach the top.  I would like to be the best.  I try to keep improving and to keep changing things if I have to, just to get better and to be the best.",2,-4.9508567,-2.0930398
I think I am going to take about a month rest and let my knee heal and get ready for the tournaments in Europe.,2,-1.6199297,2.20418
Ask him if he can speak as loud as when he hit the ball on the train so they can hear him back there. (Chuckles.),1,13.663984,-13.09364
" Hopefully there's somewhere I can do some sort of fix-up job, if I can get it somewhere near 55 degrees.  It's about the loft of my 5-iron at the moment.",4,-7.489227,1.8627688
"I finished tied for second, played well.  I was tied on the last day and I finished second, finished tied for second.",0,-1.5847784,-29.003614
" I just want it to be on the record so anybody upstairs and the writers that aren't here right now, talk a little bit about the match then being in the quarterfinals of the U.S. Open.",7,12.318136,26.40016
"  Well, if I'm playing with Karrie, I look forward to it.  She's obviously one of the greatest players on our tour ever, so I'm going to expect some good things from her tomorrow.",0,0.96216744,-31.781689
"Just different adjustments. Different adjustments to make, different pitches. And to be able to focus on any pitches in the zone, those were the basic things.",0,-4.112106,-26.218134
